% Ceci represente la classification de critiques de films en fonction de leur jugement.

@relation critiques
@attribute contenu string
@attribute classe {positive, mixed, negative}

@data
'Ice-cold. Dead eyes. Demonic laugh. His face a mask you can\'t read until he\'s up in yours. Then run. That\'s Johnny Depp giving everything he\'s got in a riveting, rattlesnake performance as South Boston gangster James Whitey Bulger in Black Mass.',positive
'Depp\'s performance as Bulger is as strong, and as energized, as anything he\'s done on screen for years.',positive
'Black Mass is a tightly wound piece of work, and Cooper (Crazy Heart, Out of the Furnace) keeps its many small parts moving with ease. He\'s skillful at merging telling, minute details with bigger, looping schemes.',positive
'Depp\'s instinct for observing, underlaying and keeping things in, then letting it all out when required, pays big dividends here in a performance far more convincing than his previous big gangster role, John Dillinger in Michael Mann\'s Public Enemies; it\'s unexpected, very welcome at this point in his career, and one of his best.',positive
'He\'s good, but Depp can\'t quite annihilate the self-consciousness that makes some of his more light-hearted work shine. Too often, it feels like he\'s channeling other actors: here he\'s Jack Nicholson with Hunter S. Thompson\'s nose, there he\'s an Irish-American Ray Liotta.',positive
'By necessity, Black Mass begins in a hole it can never dig out of. It\'s the portrait of a monster told in a flat line.',positive
'Despite Depp\'s seemingly flawless efforts, less may have been more in conveying just how bloodthirsty Bulger was. Where Mass excels is with a stellar cast whose spot on performances keep your interest as the film moves along.',positive
'As a movie, Black Mass often drowns its dramatic potential in a dreary atmosphere and grisly violence used to dubious effect. Depp, however, operates on another level.',positive
'There is nothing underneath the glossy surface and no real insight into what made this man tick — and despite how creepy he looks here, Bulger was a man, not a devil.',positive
'It\'s a well-crafted, well-paced procedural drama about a monotonous psychopath.',positive
'It\'s a solid if not stellar crime drama, well put together, very well acted, and lacking only a genuine reason to exist.',positive
'This is Depp\'s show all the way, featuring his best dramatic performance since another organized-crime movie, 1997\'s Donnie Brasco.',positive
'If the final result doesn\'t transcend emotionally in the manner of the gold standard of Boston noir, Clint Eastwood\'s Mystic River, the fault is not in the execution but the unyieldingly oppressive nature of the underlying material.',positive
'The film, directed with exceptional flair and elegant concision by Scott Cooper, even comes from Warner Bros., the studio that specialized in psychopathic monsters played by such stars as James Cagney and Edward G. Robinson during Hollywood\'s golden age.',positive
'The acting in Black Mass is tremendous.',positive
'Johnny Depp\'s broodingly psychotic turn as convicted Boston crime lord James ‘Whitey\' Bulger is not the only tasty thing about Scott Cooper\'s tale of the unholy alliance between a South Boston Irish mobster and the FBI.',positive
'Scott Cooper\'s Black Mass is a big, brash, horribly watchable gangster picture taken from an extraordinary true story and conceived on familiar generic lines.',positive
'Black Mass is like a playlist of greatest hits from other, better movies.',positive
'Even at a hefty 140 minutes, Bridge of Spies maintains a solid pace. Spielberg\'s mise-en-scène and the streamlined editing of long-time collaborator Michael Kahn are tremendous.',positive
'This covertly brawny film, with a script by Matt Charman and Joel and Ethan Coen, has plot points that click like pegs under Spielberg\'s tight direction. In his fourth pairing with Hanks, Spielberg again examines the furtive face of justice and issues another masterful ruling.',positive
'As the deeply principled Donovan, Hanks deftly balances earnestness and humor. And Rylance\'s spirited performance is almost certain to yield an Oscar nomination.',positive
'The film is an anomaly — a confident, slightly square, highly satisfying example of old-school Hollywood craftsmanship, starring a major movie star brandishing a briefcase, and a handkerchief, rather than a pistol.',positive
'A daring, studied, mannered true story that is at once remarkably genuine and deeply cinematic at the same time. It\'s one of the best films of the year.',positive
'Long, patient and chilling, it vividly captures a time in America and the feel of divided Berlin in the muted blues and greys that color our memories of that duck and cover age.',positive
'I was pleased to see that Spies is not a thriller so much as an ode to both American diplomacy and the tradition of moral movie fathers along the lines of Atticus Finch.',positive
'Solid and uplifting, but it doesn\'t extend Spielberg\'s range. Perhaps one day he will make a movie about a historical character whose complexities are not quite so untainted.',positive
'Bridge of Spies is solid work but feels like Spielberg\'s best intentions as a filmmaker and world conscience on cruise control.',positive
'A movie that underplays its many strengths. You don\'t realize how good it is until it\'s over.',positive
'Bridge of Spies is like Capra with a dash of le Carré.',positive
'Spielberg has an effortless-seeming knack for creating compositions that are not just lovely to look at but integral to the idea or emotion he\'s trying to express.',positive
'Bridge of Spies, Steven Spielberg\'s best film since Saving Private Ryan, stars a flawless Tom Hanks in the smart, old-school thriller as James Donovan.',positive
'You might suggest that Bridge of Spies plays everything a touch safe, and that its encomium to American decency need not be quite so persistent. But when a film is as enjoyable as this one, its timing so sweet, and its atmosphere conjured with such skill, do you really wish to register a complaint? Would it help?',positive
'Hanks could do this kind of role in his sleep; luckily he doesn\'t. Like Spielberg, we probably take him and his gifts for granted. Between the two of them, they make Bridge of Spies a movie that works as a period piece and a timely commentary on how we live now. If that sounds like faint praise, it shouldn\'t. Because it\'s not.',positive
'Bridge of Spies is itself a form of historical whitewashing, albeit one less noxious and harmful than the customary American variety. I liked the movie a lot – it\'s one of Spielberg\'s most measured and most adult films in years.',positive
'This is a handsome and mature entertainment, rich with novelistic intrigue, that asks for very little in exchange for its rewards.',positive
'Gifts of civility small and large mark Steven Spielberg\'s latest film, a deeply satisfying Cold War spy thriller that feels more subdued than usual for the director—even more so than 2012\'s philosophical Lincoln—but one that shapes up expertly into a John Le Carré–style nail-biter.',positive
'A feel-good Cold War melodrama, Bridge of Spies is an absorbing true-life espionage tale very smoothly handled by old pros who know what they\'re doing.',positive
'While the helmer\'s myth-making approach makes for great Capra-esque entertainment, younger auds may find it terribly old-fashioned — and they\'d be right to think so, although Spielberg would be the first to admit it was his intention to play things classical.',positive
'Hanks gives one of his least showy and most credible performances.',positive
'The ever-reliable Hanks sympathetically personifies all in America that is worth fighting for, while his British colleague\'s surprisingly comic version of Rudolf Abel portrays the Russian spy as a man quietly steadfast in his loyalty to a different cause.',positive
'With names like Spielberg, Hanks, and the Coen Brothers, it\'s hard not to be excited about a project like Bridge of Spies. Yet, although the workmanlike production is solidly engaging, it falls short of the loftiest expectations. It\'s worth seeing but not one of the best films of 2015.',positive
'Bridge of Spies tells us that the Constitution is not some quaint national luxury but the road map out of the darkness.',positive
'Most bewildering of all, Bridge of Spies is a moral drama driven by an insurance lawyer. That it works at all is a miracle — or would be, if anyone other than St. Steven were involved.',positive
'Bridge of Spies may be a snooze to the ADD crowd allergic to historical drama, but it\'s dished out by experts.',positive
'While not phenomenal, especially compared to the rest of the Spielberg oeuvre, Spies still hits the spot.',positive
'The movie kicks off with a wonderful setpiece that shows off Spielberg\'s ability to tell a story primarily through visuals — is there any other filmmaker working today better at this?',positive
'Bridge of Spies expands from being a smart, engrossing procedural to a carefully observed character study of Donovan, a particularly intriguing, heretofore overlooked American figure.',positive
'It\'s a riveting film and I understood every word.',positive
'While the rousing tale of espionage has plenty of appealingly old-fashioned qualities, there\'s no doubting Spielberg\'s ability to devise visually arresting moments that speak to the movie\'s themes far better than its story.',positive
'Bridge Of Spies is one-third courtroom drama and two-thirds Cold War thriller, and while an engaging watch thanks to fine actors and terrific filmmaking, it\'s not without its issues.',positive
'If you can overlook the three or four endings of Bridge of Spies, each more overdone than the last, there\'s a lot to like here.',positive
'Bridge of Spies isn\'t conventionally exciting, and isn\'t intended to be. Instead, it\'s satisfying — thoroughly and pleasurably so.',positive
'Like some of Mr. Spielberg\'s other recent movies, notably Lincoln and Munich, this one is a meticulously detailed period piece that revisits the anxieties of the past while also speaking to those of the present. Yet it also feels lighter than those films, less weighted down by accreted history or maybe by a sense of duty to its significance.',positive
'What Spielberg seems to want most from this respectable lark is for audiences to notice the parallels between the 1950s and today.',positive
'Unusually for a Spielberg movie, Bridge of Spies is tonally uncertain.',positive
'It\'s Rylance who keeps Bridge of Spies standing. He gives a teeny, witty, fabulously non-emotive performance, every line musical and slightly ironic — the irony being his forthright refusal to deceive in a world founded on lies.',positive
'For the most part, Spielberg appears content to allow the story (admittedly, a tad bit long) to do the talking, though he goes badly off-track in the sappy ending reminiscent of a Fifties sitcom\'s notions of hierarchy within the American family. Given the Spielberg film canon, it was inevitable. The guy just can\'t help himself.',positive
'The film has a streamlined efficiency, but it feels like the work of a master who wants to please rather than probe.',positive
'Spielberg has taken an important but largely forgotten and hardly action-packed slice of the Cold War and turned it into a gripping character study and thriller that feels a bit like a John Le Carre adaptation if Frank Capra were at the controls.',positive
'Bridge of Spies has a brassy and justified confidence in its own narrative flair.',positive
'Bridge Of Spies turns a secret prisoner exchange between the CIA and the KGB into a tense and often disarmingly funny cat-and-mouse game.',positive
'Bridge of Spies is a consummate professional\'s tribute to a gifted amateur, a smooth entertainment with a strong but subtle political subtext that\'s both potent and unexpected.',positive
'Using a screenplay polished and honed by the Coen Brothers, Spielberg dips into John le Carré territory (you can\'t help but think of The Spy Who Came in From the Cold when Donovan looks onto the newly erected Berlin Wall, in the searchlights, in the snow).',positive
'A mildly entertaining but well acted, sumptuously photographed and smartly written comedy with dark undertones about culinary addiction that can only be called delicious. See it and then check your cholesterol.',positive
'With such a strong cast, the film has the right ingredients but it doesn\'t quite make a perfect meal.',positive
'It\'s not pretty, but it captures something that few cooking movies do: reality.',positive
'Oyelowo and Mara\'s riveting, embodied performances rise above the material.',positive
'The film\'s police-procedural action is unimaginatively presented, but Oyelowo is compelling.',positive
'Crimson Peak\'s atmosphere crackles with sexual passion and dark secrets. There are a couple of monsters (supernatural and human), but the gigantic emotions are the most terrifying thing onscreen.',positive
'Guillermo del Toro\'s latest dive into the darkness is a sumptuous, beautifully constructed tale that feels both archaic and inviting.',positive
'Here\'s the thing about Crimson Peak, which is lurid and ghastly and immensely enjoyable and frequently spectacular and also thinner and less substantial than it wants to be, like a meal eaten in a dream.',positive
'Guillermo del Toro\'s gothic fantasy-romance Crimson Peak is outrageously sumptuous, gruesomely violent and designed to within an inch of its life.',positive
'Del Toro\'s predictably impeccable production design and tonal flourishes help bring the film to life, aided by strong performances from his leads, especially Jessica Chastain, who gives the otherwise reverent proceedings just the right amount of jolt.',positive
'Though this movie waltzes to its own strange rhythm, del Toro hits every note.',positive
'Never entirely satisfying as a drama, Crimson Peak is visually dazzling, boasting lively and at times even transfixing performances that keep the story\'s blood flowing.',positive
'For the two hours it lasted I wasn\'t asking any questions, only giggling, squirming, screaming, and swooning.',positive
'If the film is ultimately an exercise in atmosphere, it is without question a triumph on that front. The rich textures and almost tactile visuals are astonishing.',positive
'Crimson Peak is a cobwebs-and-candelabras chamber piece that\'s so preoccupied with being visually stunning it forgets to be scary.',positive
'Unsurprisingly for a Del Toro film, the production design is the real star of Crimson Peak.',positive
'A ghost story in which superior camerawork, costumes and production design work together to put the audience in a trance. It\'s tough on actors not to get swallowed up in the scenery.',positive
'Guillermo del Toro\'s fussiest, most compartmentalized construction, filled with the most powerful sense of repression and delusion.',positive
'Director Guillermo del Toro\'s unique visual style is on display but the story is predictable, the characters are flat, and the supernatural elements are red herrings. To paraphrase a character, this isn\'t so much a ghost story as it is a story with ghosts.',positive
'This is a film that believes deeply in ghosts, and half of them are in its director\'s head.',positive
'Chastain and Wasikowska take center stage while Hiddleston flutters around like one of Allerdale\'s huge black moths. Watching the women square off within del Toro\'s eye-popping, painterly palette is a feast for the eyes, if not particularly substantial fare for the mind.',positive
'Del Toro reminds us just how chilling bumping into the supernatural is supposed to be, just how stomach churning violence is and just how many shades of red blood shows us, from first spurt to crusty dust.',positive
'While the digital effects are undeniably contemporary, Crimson Peak is otherwise a period homage that mostly plays like a period film, rarely giving in to contemporary notions of pacing and payoff. When the scares do arrive, however, they\'re effectively unsettling.',positive
'Horror is an impatient person\'s game these days, and Crimson Peak isn\'t hurried at all. It seduces with creepily erotic atmosphere, and performances in perfect tune with the script\'s melodrama.',positive
'Beyond its surface pleasures, Crimson Peak also confronts the demons of modern entertainment. The movie frightens and surprises us in familiar ways, but at the same time issues a plea for restraint.',positive
'This is a film of tactile decadence, such a rich sensory experience that it\'s almost suffocating.',positive
'It may be a little overwrought for some tastes, borderline camp at points, but if you\'re partial to a bit of Victorian romance with Hammer horror gloop and big, frilly night-gowns, GDT delivers an uncommon treat.',positive
'Its sombre sincerity and hypnotic, treasure-box beauty make Crimson Peak feel like a film out of time – but Del Toro, his cast and his crew carry it off without a single postmodern prod or smirk. The film wears its heart on its sleeve, along with its soul and most of its intestines.',positive
'It doesn\'t always seem to know what it wants to be. But it\'s still full of marvels.',positive
'This is a movie you feel deeply in the pit of your stomach. Sometimes, it literally hurts to watch it.',positive
'The mountain, grim and unforgiving, remains the star.',positive
'In this case, character development is neglected in favor of awe-inspiring views. There are times when we feel like we\'re on the mountain. Unfortunately, our companions - the men and women populating the screen - are never more than half-formed.',positive
'Director Baltasar Kormákur (2 Guns) and his cast craft a lean narrative tone that humanizes the action without an excess of gloss.',positive
'There have been plenty of mountaineering documentaries over the last few years, and Everest suffers in comparison to them simply by being a dramatization. As realistic as the effects are (and you can occasionally tell when a shot is green-screened), you\'re still aware on a gut level that Jason Clarke and Josh Brolin were not actually filmed at 29,000 feet above sea level.',positive
'There\'s only one star in this movie: Everest. Kormákur couldn\'t shoot higher than base camp, around 14,000 feet, without sickening the actors. But a crew traveled to the top to get footage, while much of the climbing was shot in the Dolomites. No matter. You watch Everest and you believe.',positive
'Based on true events, filled with stunning visuals and featuring more than a half-dozen of our best actors delivering solid performances, Baltasar Kormakur\'s Everest is a high-altitude roller coaster ride that will leave you drained.',positive
'Everest may disappoint those looking for a more awe-inspiring film with big vistas and jaw-dropping stunts and acts of surreal heroism. Unlike many mountain-disaster stories, this is the kind that makes you never want to look at a mountain again.',positive
'Kormakur doesn\'t make the mistake of exalting his subjects as extraordinary individuals, or suggesting that they were obeying some sort of noble higher calling. Everest is blunt, businesslike and — as it begins its long march through the death zone — something of an achievement.',positive
'Director Baltasar Kormakur (2 Guns) essentially made a faux documentary with big stars and better lighting.',positive
'When the lights come up, you don\'t want to feel like you\'ve watched a ­better Cliffhanger. You want to understand the tragedy you\'ve just watched. Yes, you want to be entertained, but you also want the icy, whipping wind of reality to sting.',positive
'Salvatore Totino\'s crisp 3D photography and Kormakur\'s way with a clear, fluid, thrilling action sequence show off the mountain in immensely impressive ways. But the humans involved get short shrift.',positive
'This is what filmed spectacle used to look like — a trip to a place or time most of us could never see.',positive
'There\'s a resemblance here to both the story and the movie adaptation of the story told in The Perfect Storm. The characters involved are making a good faith effort—but good faith efforts by humans can only go so far.',positive
'It feels less like an cautionary adventure movie or the classy Hollywood equivalent of a Reader\'s Digest Drama in Real Life and much more like a disaster epic.',positive
'Everest gets several things right, but it fails to find a way to make the average viewer relate to the people on the mountain.',positive
'A fairly good, extremely grueling movie as far as it goes — tracks the true-life fortunes of a battered group of climbers to the highest place on Earth. Yet somehow it doesn\'t go far enough.',positive
'It lacks the same constant surprises of last year\'s Gravity or the visual poetry of Mad Max: Fury Road, but Kormákur\'s movie nonetheless marks the rare fusion of effective craftsmanship with focused storytelling.',positive
'It succeeds wonderfully, offering moviegoers a rare taste of rarified air -- and as compelling an argument as you can make for seeing a movie writ large on the oversized screen of an actual movie theater.',positive
'Like the mountain for which it\'s named, Everest is rock solid. It\'s big, it\'s beautiful, it\'s terrifying, and it\'s merciless to both its characters and the audience.',positive
'Kormákur creates such a convincing world – the craft of this film is astonishing – that you\'re willing to forgive its less delicate touches in favour of its totally compelling depiction of what it must be like to ascend into a place that\'s heaven one moment and hell the very next.',positive
'With its perilous central premise and gallery of individuals some of whom are destined not to make it, you could say Everest is a disaster movie in the old Hollywood sense of the term, but it doesn\'t feel like one. And that\'s a good thing.',positive
'There is no tragic hero here; there is no overarching explanation, but a movie that offered either of those would seem pretty pat. Take it or leave, Everest is just there.',positive
'Part IMAX nature documentary and part Hollywood disaster movie, it does an effective job of conveying what it\'s like to climb the mountain, the hours and days spent acclimating on practice hikes, and the punishing physical effects that accompany each subsequent change of altitude.',positive
'Perhaps surprisingly, it\'s no better or worse that the other superhero movies of 2015.',positive
'The movie has plenty of the expected fun with its parade of B-movie, VFX-created creatures — a werewolf, giant praying mantis and an army of angry garden gnomes, among them — but it also possesses a sly self-awareness.',positive
'Nonstop mayhem follows in a stampede of comic terrors ready made for Halloween. Sure it\'s exhausting. But Goosebumps, knowing its audience, lets it rip.',positive
'Keeping the creepy/kooky mix entertainingly intact, Goosebumps translates R.L. Stine\'s frighteningly successful young adult horror fiction series to the big screen with lively, teen Ghostbusters-type results.',positive
'Goofily self-aware and wholesomely boisterous, it\'s a children\'s picture whose sense of spooky fun readily diverts from its quibble-worthy messaging.',positive
'There\'s not an ounce of fat on the film. It feels like it moves forward in every single scene, and while it\'s a little mechanical about how it follows three-act structure, it\'s almost charmingly old-fashioned about it.',positive
'Some of the wittier one-liners and more affecting emotional moments feel undermined by the frenzy of chaotic excess.',positive
'This feature adaptation of kid-lit author R.L. Stine\'s best-selling horror-comedy series is out to thrill fans with a story that\'s just as obsessively invested as they are, right down to Black\'s meta casting as Stine himself.',positive
'Goosebumps fulfills its purpose, and that\'s what matters.',positive
'Director Rob Letterman, aided by writers Scott Alexander and Larry Karaszewski and Darren Lemke and an energetic cast, rise to the occasion, delivering a movie that\'s a lot of good creepy fun in spite of some dubious construction.',positive
'Pretty much the perfect scary movie for kids.',positive
'The fulcrum to the success of Goosebumps, it must be noted, is the perfect casting of Jack Black as Stine.',positive
'It\'s a never-boring trip to a world, where stories and imagination are powerful tools, that just might inspire kids to do the scariest thing of all: pick up a book',positive
'The movie version of Goosebumps replicates that balancing act. It\'s a cheerful, nasty delight.',positive
'Especially in its superior first hour, Goosebumps has a loose comic rhythm at odds with what we see in effects-heavy would-be blockbuster junk like Pan.',positive
'It\'s tempting to think Hitman undermines any beauty it musters with its habit of ridiculousness.',positive
'If you strip away all the gunplay, Hitman: Agent 47 would be about 10 minutes long.',positive
'Whereas the jokes in the Grown Ups series feel reactionary and bullying, the family-friendly Hotel Transylvania gags (in the script by Sandler and Robert Smigel) instead come off as clever and humane, even when they\'re making fun of helicopter moms and lawsuit-sensitive summer camps.',positive
'The spookiest thing about Hotel Transylvania 2 is how much funnier, colorful and more original it is this second time around.',positive
'This time around, greater attention has been paid to story and character development (while scaling back on all the sight gags) and the substantial results give the ample voice cast and returning director Genndy Tartakovsky more to sink their teeth into, with pleasing results.',positive
'Genndy Tartakovsky returns as director, and the creator of Samurai Jack and Dexter\'s Laboratory has somehow managed to kick up the energy even more for the sequel.',positive
'Jem and the Holograms is one of the weirdest big screen adaptations of a cheap TV cartoon that I\'ve seen. That\'s praise.',positive
'In revisiting the pop rock quest of a multiracial group of adopted sisters in suburban California, Chu has made a stylish and self-aware musical fantasy for the YouTube generation.',positive
'This new Jem might be pure cubic zirconium, but that doesn\'t mean it can\'t be part of a fun night out.',positive
'Katniss and Tris might still be queen bees of the genre, but Thomas (Dylan O\'Brien) and his fellow Gladers find a satisfying, teen-friendly way to combine rebellion, politics, science and a lot of jogging for a broad audience.',positive
'Actually an entertaining action-adventure that not only stands on its own, but surpasses the more limited rewards offered by The Maze Runner.',positive
'Ball and his cast overcome clichés with gusto.',positive
'Minions\' all-silliness all-the-time philosophy will put a smile on faces and keep it there, like a fizzy beverage on a hot afternoon.',positive
'The action sequences are wild, the jokes relentlessly dumb-but-smart, and the sheer sense of anything-goes daftness...is glorious.',positive
'Best yet, there\'s a mid-film bedtime story, made to look like stop-motion, that\'ll take your breath away.',positive
'Many of the jokes are either obvious or have been exposed through pre-release marketing material. I kept waiting for the clever or insightful moment that never arrives. The bar is set pretty low for Minions.',positive
'There can be too much of a goofily good thing.',positive
'I, too, once enjoyed the Minions, in the small doses that they came in. But the extra-strength Minions is, for better or for worse, too much of a good thing.',positive
'Minions will tickle the very young and has roughly twice as many laughs as those Disney Planes pictures, or Pixar\'s Monster\'s University. So Kumbaya, kids, kumbaya.',positive
'The breakout stars of the Despicable Me franchise seize the spotlight in an enjoyably demented off-shoot that is guaranteed to send their young fans bananas.',positive
'A surprisingly demented delight; a crazy, spirited, if simplistic fusion of off-beat adult humour blended with the sensibility of an anarchic toddler.',positive
'All nutty, all nonsensical, all aboard.',positive
'It\'s relentless in its depiction of the slapstick-infused shenanigans that will keep the little ones entranced in their seats.',positive
'Minions lives and dies on its sight gags and luckily for Coffin and Balda they are almost non-stop.',positive
'The good news is that the minions are more (unconsciously, if perhaps also strategically) in touch with their anarchic side than the typical onesie-wearing crusader, which suits the directors Pierre Coffin and Kyle Balda\'s well-tuned sense of the absurd.',positive
'While the minions are certainly little, yellow and different, Minions has probably mined them for about as much comedy as they can provide as leading men.',positive
'Stronger on concept than story, Brian Lynch\'s Minions script emphasizes scale over quantity.',positive
'No Escape is a throwback to an era when movies of this genre were defined by suspense and tension. Dowdle isn\'t interested in providing a safe harbor for those who want a comfortable way to spend two hours. His vision is edgy and exhausting and, for the most part, his execution breathes life into it, tossing a firecracker into the sleepy post-summer movie doldrums.',positive
'The actors do well, with Brosnan playing a kind of James Bond who has fallen into seediness and shady dealings. Bell carries her weight in the emotional scenes and the battles, and Wilson proves (as he occasionally has) that he can do more than be a laid-back comic foil.',positive
'A taut thriller about an American family touching down in an unnamed country just as a violent coup erupts, No Escape goes about its gut-churning business by playing (and preying) on our worst xenophobic tendencies.',positive
'What keeps the movie nervy and kinetic is that, for a good hour, it never seems that Jack and family are anything but average people who somehow manage to survive one hellacious trial after another, even when it comes to having to kill another human being.',positive
'There\'s no denying director/co-writer John Erick Dowdle\'s skill set for creating almost unbearably tense and quite twisted suspense pieces in which you\'ll find yourself laughing at the sheer unapologetic insanity of it all.',positive
'It\'s hardly essential viewing, but No Escape is a tense, at times riveting action-thriller about innocents abroad. Supersize your popcorn, check your logic at the door and settle in for a pretty good ride.',positive
'This should all be risible except that Dowdle, who has worked in the horror genre, knows how to amp the action and keep the terror taut.',positive
'he movie is funny enough to get its share of laughs but, in its angry heart, it\'s a tragedy - and the saddest part is that too much of this story is true.',positive
'Green\'s narrative confidence quickly kicks in, as well as the sharp dialogue by screenwriter Peter Straughan (Tinker Tailor Soldier Spy). More importantly, the film indulges in the unabashed goofiness that stoked Green\'s Pineapple Express, and which Sandra Bullock demonstrated to raucous effect in The Heat.',positive
'Though not without its entertaining moments—the cast, led by Sandra Bullock, is energetic, sharp and gets a fair number of juicy bits to rock out with. But as a whole, Our Brand is Crisis is a messy affair that sputters along when it should be humming with assured cynical momentum.',positive
'Jane is a genius, but she\'s deeply flawed and complicated, struggling with substance abuse, mental illness, her own past regrets. That dark underbelly adds depth and dimension to the ironic humor of Our Brand is Crisis.',positive
'Provocative, intelligent but just a bit underwhelming, Our Brand Is Crisis — inspired by a 2005 documentary of the same name — plays as if the filmmakers started out with Oscar aspirations but ultimately weren\'t up to the challenge.',positive
'Director David Gordon Green and screenwriter Peter Straughan sometimes stumble over this vast terrain of self-serving scoundrels (Trump trumps anything they can make up), but the laughs keep firing.',positive
'The film is at its best when the storyline gets dangerously real and Bullock\'s character struggles to justify the back room king making of a campaign with the needs of the country\'s poor majority.',positive
'Green wisely cedes control to his actors, with Bullock as the main engine pulling the material along. But neither his direction, nor any of the formidable performances, can do much to alleviate the bumpy road of Peter Straughan\'s screenplay.',positive
'Our Brand is Crisis hits a lot of clunky notes and the end is unforgivably cornball, but it\'s still one of the liveliest political black comedies I\'ve seen in a while. The pacing is lickety-split, the talk is boisterous, and the cast is all aces.',positive
'David Gordon Green\'s Our Brand Is Crisis is a horror film wrapped in fast-talking political comedy.',positive
'As played by Sandra Bullock, Our Brand Is Crisis political spin doctor Jane Bodine is easily one of the best female roles of the last 10 years.',positive
'Wright\'s best film so far, livelier and more disloyal to its source than Atonement or Pride and Prejudice — crams without a care. The outcome is that increasing rarity, a proper children\'s film; even the tears are well earned.',positive
'This Pan is loud, colourful, busy and full of ideas. Not all those ideas work in sync – but most are bold and some are winningly eccentric.',positive
'Occasionally things get a little overcrowded, particularly during a sticky final act, but Pan has a certain timeless buoyancy that keeps it bouncing back.',positive
