% Ceci represente la classification de critiques de films en fonction de leur jugement.

@relation critiques
@attribute contenu string
@attribute classe {positive, mixed, negative}

@data
'fairly good extremely gruel as far go track true-life battered high yet somehow do n\'t go far enough ',positive
'heartbreaking poignant sacrifice be superb luminous bittersweet be come call ',positive
'creative costume build cinematic ache lose find be beautiful experience ',positive
'realize more modest other be still absolute sophisticated detail counterbalance crude visual ',positive
'charming clever ',positive
'be not sure leaven be right enigmatic world-weary provide least very dark ',positive
'be most satisfying ',positive
'tautly direct hum tense procedural heartbreaking handle personal respectfully lose big more damn ',positive
'never lose immediate straight close ',positive
'dare consider seem too good be true not be ',positive
'be great other good ',positive
'prove successful old new no matter emotional ultimately never lose fretful contend ',positive
'mean be sensational most gripping covert ago ',positive
'be analyze put essential know all about great take already know make feel ',positive
'straight be hugely entertaining work good look too closely just listen ',positive
'take clear-eyed digital honor constant need stay alive relevant fight ',positive
'be minor multiple fund give creep low-key dark warm human surprisingly ',positive
'commanding scowl give involve elaborate staunch much well straightforward ',positive
'robust romantic rich full fill once specialize use well-read respected tenderly observed ',positive
'be wonderfully odd human all ask emotional creep subtle leave subcutaneous linger long be ',positive
'be rare just enough simply feel right speak ',positive
'even high quite prepare startling exquisitely draw deeply feel tease inner supreme breathtaking filmmak most sophisticated accessible ',positive
'be incomprehensible lay not exactly original make entertaining ',positive
'unfold seem impossible sustain let alone build somehow manage do just that creep coil suffocate ',positive
'deliver here be entirely different have come expect recent share true so incredible literally be see be believe as oppose imaginary full impossible ',positive
'run least work there have expose global help end have good permanent cinematic fine ',positive
'be impatient be n\'t hurry seduce creepily erotic perfect ',positive
'be watch make happen be up have use good be stirring spectacular devastating subtle final ',positive
'occasionally get little overcrowd particularly sticky final have certain timeless keep bounce back ',positive
'be entitle self-centered be still honest move occasionally even funny happen cripplingly immature young get hit ',positive
'great call not only obvious similar sometimes crushingly boring also shout adjacent ',positive
'be not ',positive
'turn blockbuster almost avant-garde exhilaratingly attune do same be subtle meticulous 3D ',positive
'impressively design also keep kick ',positive
'argue Martian many be innumerable delightful small even more infectious ',positive
'once ardent analytical cerebral swoon be human sparse restrained be ',positive
'great silent create concrete be animate build elaborate involve everyday transform sometimes entrap properly manipulate provide achieve ',positive
'dramatic find somewhere drill ',positive
'go smart click uniformly packed manage not feel overly long social be timeless ',positive
'sprawling overstuff formulaic highly entertaining pop ',positive
'be as strong as energize be do ',positive
'be film use look most never see ',positive
'grab hold move own emotionally ',positive
'make fine adept first-rate doltish be start yield satisfy even memorable try build fall apart ',positive
'celebrate actually show do ',positive
'terrific great do n\'t have enough hold linger long ',positive
'be be have raw intimate human be instead rare more valuable urgently personal filmmak stunning ',positive
'pull punch represent perfect cerebral visceral all bring ',positive
'refresh old-fashioned entertain silly combine gentle ',positive
'so fascinating be truly turn solve chief stick manage be so funny interesting infallibly likable invest ',positive
'final do n\'t transcend emotionally gold be not unyieldingly oppressive underlie ',positive
'have grand watch be suffer fractured funny need be reset ',positive
'make unforgettable beautiful ',positive
'more technically elaborate have ever receive also gentle more other also neat grant no see permanent render more vividly ',positive
'be expect visual be present account vibrant ',positive
'be ultimately frustrating have need be modern have need make do n\'t need explain just be ',positive
'manage be smart moving hilarious single ',positive
'get several right fail find make average relate ',positive
'be first have add truly fresh old street-level ',positive
'buoy have crack open recall marginally simple still chaotic be just take ',positive
'make feel creep professional however unfair argue have be watch polished come apart catch spiral ',positive
'be so intent portray not come little soft be probably ',positive
'be neglect awe-inspiring be feel be unfortunately populate be never more ',positive
'seemingly flawless have be more convey just bloodthirsty be excel be stellar keep move ',positive
'set postwar involve black visual make pretty engross be R-rated ',positive
'help scale down make personal be filmmak soar aerial red be answer intimate ',positive
'deliver genuine leave open ',positive
'unashamedly romantic achieve beautifully subtle old-fashioned graceful ripe ',positive
'be as grim unyielding as have yet be make cinematically overwork subject masterful narrative sensory recast familiar daringly existential ',positive
'happen particular do n\'t try glamorize make large all mean refuse do so celebrate become special ',positive
'ultimately though be steal steal do conjure be chaotically charismatic hugely affect well worse thoroughly real ',positive
'say be good here be grave ',positive
'be few loose be faithful necessarily less detailed be ',positive
'be orchestrate be particular out be keep ground keep tight small be complex fit Byzantine obscure ',positive
'really dig be affect lose ',positive
'fuel love be make so excessive be reveal be big usually be ',positive
'work seem overwhelm fail make care ',positive
'give adorable lead big-city be most pure visual go see ',positive
'be tactile rich sensory be almost suffocate ',positive
'vigorous be play crucial ',positive
'good come late hold die know never get see ',positive
'perilous central be destine not make say be old do n\'t feel be good ',positive
'inspiring all back before scrappy determine get topple ',positive
'soaringly romantic truly sad ',positive
'do n\'t call be self-effacing accomplished be intentionally low encourage fistful top blend eloquent ',positive
'find graceful pay not only lose love so much ',positive
'create convincing be astonishing willing forgive less delicate totally compelling be like ascend very next ',positive
'full non-stop intriguing new classic old-fashioned swashbuckling lead be charming ',positive
'have uncover know funny ',positive
'harness magnify sheer more compensate lumbering lade cloy strained ',positive
'be world-class ',positive
'maybe have be enough even slow have burn ',positive
'passable offer occasional real ',positive
'take sentimental be perfect ',positive
'straight often entertaining dynamic ultimately feel as mean act cinematic rest celebrate not only successful trailblazing help define hip ',positive
'be loud colourful busy full not work most be bold be winningly eccentric ',positive
'commit wholly maternal scattered mental really dominate ',positive
'be not exactly feel-good get very particular do ',positive
'be ultimately be rich almost tactile be astonishing ',positive
'start end impassioned be spectacular final be real ',positive
'be require achieve even small be notice ',positive
'bold pay jettison altogether tell whole goofy sound silly make be contagiously cute ',positive
'not quite live be certainly least tart mild less acidic be mostly pleasurable ',positive
'entertaining just perfect first preschooler ',positive
'commercial deliver smart even adhere relatively simple feel-good aim more play safe be brainy stick familiar more ',positive
'just little more have be rich evocative even do n\'t believe preach least have border transcendent stand be pretty good not exactly heavenly ',positive
'be lurid ghastly immensely enjoyable frequently spectacular also thin less substantial want be eat ',positive
'now middle no longer believe introspective great ',positive
'be outstanding be remarkable ',positive
'energetic never manage transcend appear credit fare good ',positive
'marvelous technical finally get ',positive
'display same bring ',positive
'superior together put be tough not get swallow ',positive
'have speak about understate old-fashioned be come pleasant innocuous be fool be not toothless be romantic beautiful ',positive
'shoot lovely grainy be so elegantly stage practically smell be methodical precise be fussy oppressive have be weigh consider ',positive
'beautiful flawless certainly seem justified ',positive
'ice-cold dead demonic n\'t read be up then run be give be get riveting ',positive
'most be create multidimensional battle sometimes uncontrollable be clear warm expressive ',positive
'animate be irreducible wry get first outsized ridiculous beautiful ',positive
'call mind not necessarily think important seamy sweaty subtly slip mix most satisfying ',positive
'be use sometimes live walk be different 3D particular be so astonish practically wipe go be learn once be be free be contagious ',positive
'disappoint look more awe-inspiring big surreal many be make never want look again ',positive
'showcase appealing ultimately lack adequate prop ',positive
'bury be ',positive
'be want reach touch only reach anywhere be perch be unattainable disguise ',positive
'as much do comic infuse even most ebullient ',positive
'be nearly perfect come concentrate so single-mindedly lose ',positive
'well-paced procedural monotonous ',positive
'utterly uneasy watch strikingly confidently assemble be powerful aural visual quite manage sustain run be remarkable remarkably intense nonetheless ',positive
'really truly work not necessarily intelligent mainstream have supposedly forget craft creative as well enough make almost grateful ',positive
'be swell come together as beautifully do also be churlish not appreciate do have not talk definitely walk be grateful ',positive
'playful absurd endearingly inventive unstoppably amusing remind be current golden ',positive
'here make master heady high-end high-stakes ',positive
'be leave itch tell see turn solve ',positive
'inter-American have serve more few have be as powerful superbly make ',positive
'mesmerize brace form critical misfire be chief be much else recommend sober sprawling deeply engross complex play equally impressive ',positive
'unusual pure rough bolster good cast be not fuss ',positive
'almost too ruthless own push bitter eschew intellectual ban such be very dehumanise be deal brave be follow ',positive
'downplay conventional inherent emphasize practical be address rational rather selfish ',positive
'be big brash horribly watchable take extraordinary true conceive familiar generic ',positive
'be never more move show callow do good help weather particularly rough real-life imagine happy be pretty sure never see all grow ',positive
'predictably impeccable tonal help bring aid strong especially give otherwise reverent just right ',positive
'beautifully murky hard-edged quite simply good ',positive
'best so far lively more disloyal be increase proper even be well earn ',positive
'make easy young all understand be undeniably intend demographic ',positive
'compelling powerfully act just enough avoid past distract be good see back ',positive
'sure deliver melt mean filmmak as natural ',positive
'solid filmmak subtle excessive ',positive
'make suppress shoot eternally be start swell gradually finally burst beautiful immaculately make feature pristine glow tousle other like tentative unspoken ',positive
'be be brainy meld genuine rare actually make feel smarter watch ',positive
'do n\'t fall apart second exactly do settle less ',positive
'amaze look amaze listen yet just underwhelming really think about Mexican be superlatively strong conceivable ',positive
'be overlong sanitize succeed present important contemporary American mainstream ',positive
'not surprising take do rather not expect side ',positive
'spotlight good ever make once gripping accurate just get big right such evolve small such look tend react new ',positive
'be sweet funny smart genuine simple timeless ',positive
'want feel be up live do conjure breathtaking walk remember ',positive
'uncommonly bold expressly design frustrate want see strong deliver righteous kick here be instead root provide much more valuable ',positive
'short sweet charming often very funny have essentially intelligible need ',positive
'be most comforting ',positive
'condense hit high provide recognizable essentially act great sink second otherwise compelling funny extremely entertaining beat own ',positive
'frequently very funny undeniably aim young true be too mild-mannered win new be go please be already fond underlie be big hit ',positive
'be simultaneously most charming most daring human ever conduct be back fictional be pass next solely ',positive
'be market sober straightforward superimpose be instead smart exhilarate often disarmingly funny classic ',positive
'straight be undoubtedly being take loud stylish ',positive
'all add terrific bias thoroughly compelling very American utterly modern musical ',positive
'walk last least be dazzling particularly even so most luminous be ',positive
'feel lose be all be lose all become clear eventually ',positive
'make give sparkling be deliver dazzlingly mature ',positive
'be ',positive
'make matter have comprehend real impossible teach same ',positive
'wish have do more analyze barely exist certified ',positive
'contemporary historical also be funny most exhilarate flat-out good ',positive
'feel less cautionary classy much more ',positive
'not fatal be narrative final ',positive
'be unspoken iconic let feel like tread only dare ',positive
'emotional strong sociological many visceral more less limit procedural pretty good absorbing well-made ',positive
'combine dizzying taut ravish musical be ',positive
'as entertaining be exactly further have be stale promising though be unlikely ',positive
'make auspicious audacious be as engross be thought-provoke ',positive
'filmmak remarkable not do ',positive
'understand swooningly beautiful traditional bolster thrilling create great have make serious dreamy heightened fully engage exact have be make ',positive
'be good have ever make restrained intelligent grown-up unfold pace ',positive
'be good n\'t quite annihilate make more light-hearted too often feel be channel other here be there be ',positive
'perhaps most importantly not only do stress use solve also make base scientific just exciting even more unpredictable usual problem-solve involve then blow up ',positive
'sumptuous clever cold ',positive
'be all lack be make relatable have spend ',positive
'be believe deeply be ',positive
'tight relatively low-key procedural have strong ',positive
'have be more compelling less tough ',positive
'observe underlay keep then let require pay big here far more convincing previous big public be unexpected very welcome good ',positive
'have calibrate so precisely have render good ',positive
'clean nicely make 100th thereabouts adapt riff prescient happily work take new choose retell famed ',positive
'craft lean humanize ',positive
'be hypnotic show be ',positive
'be terrific live breathe come ',positive
'cool be first cut unaware there ',positive
'start spar take magnificently physical tactile ',positive
'see do make so compelling ',positive
'waltz own strange hit ',positive
'quite capture be Irish be gloriously ',positive
'overly earnest fall rich bring result measure so restrain sometimes magnify lean ',positive
'be still full still soulful enough recognize still assume be ',positive
'wind be startlingly emotional not just intimate depict ',positive
'psychotic convict be not only tasty unholy Irish ',positive
'fussy most compartmentalize fill most powerful ',positive
'stick serve still never negate other also show human be ',positive
'as other great derive relish intricate craft ',positive
'so many create small work way too hard make sure be pull actually yank hard finish ',positive
'direct exceptional elegant even come specialize psychopathic play such golden ',positive
'be so deeply absurdly satisfy be turn just let do tedious critical be grip almost ',positive
'take work remain constitute full ',positive
'dark mask easy be feed feed dispense violent vengeful promise clear fetid just ',positive
'n\'t develop be too busy disseminate extend main ',positive
'be rare do n\'t lose dogged ',positive
'initially amusing finally sour ',positive
'outlandish human be winning not get do n\'t really even try take skyward ',positive
'be not about fiery thrilling simply tight captivating excel legitimately care make sometimes more enough ',positive
'provide exceptional ',positive
'walk be take there give make titter ',positive
'almost magically transform beguil full comic nimble ',positive
'be shoot design computer-generated script make most slipshod try make aim low ',positive
'know well feel first new reunite full familiar ',positive
'be not over already see favorite brilliant responsible galvanize unforgettable ',positive
'riveting embody rise ',positive
'carry enormous excellent invite ',positive
'be curiously be constant granular never fully resolve ',positive
'be so raw depressing brutal be so desperate inject hypodermic say warn ',positive
'familiar general unusually raw ragged emotional fraught knockout ',positive
'not easy make beautiful be low really matter be old-fashioned so masterfully craft heartfelt hard not love ',positive
'suspenseful slap wear ',positive
'never entirely satisfying be visually dazzling boast lively even transfix keep flow ',positive
'do look be shoot even be suspiciously light cheerful tend thrive chilly more dour ',positive
'more most about fairly recent be so well write act convey convincing ',positive
'crimson sexual dark be supernatural human gigantic be most terrifying ',positive
'be straightforward thrilling metaphysical emotional say pure ',positive
'not easy make emotionally involve most pivotal be about make circle save few overly dry prevail ',positive
'be cast inherent low away play pert as always be catch avian ',positive
'be so good true just sneak be ',positive
'be good solid well-executed more less ',positive
'take flutter around huge black watch painterly be not particularly substantial ',positive
'become somewhat predictable excitingly twisty involve Russian desperate gold have just enough make familiar fresh ',positive
'be respect pay all around ',positive
'involve bring warm lesser be ',positive
'taut timely be brilliant ',positive
'traditional many familiar visceral striking first ',positive
'keep be gaze not childishly wide-eyed capable still feel terrific know get alive spend few be back seize ',positive
'gorgeously photograph sensitively write direct flawlessly act deeply intensely important be most brilliant ',positive
'play now have make meticulous exact procedural real-life excel have do properly early publish first Prize-winning grim carefully detailed ',positive
'highly entertaining sometimes inspire be more perhaps most memorable sardonically test tease basically famous ',positive
'magnify pervasive surround modern be good convey creep complex sustain ',positive
'gorgeous inspire whole new ',positive
'sharpen become far more compelling ',positive
'often drown dramatic dreary grisly use dubious however operate ',positive
'so many consume daily be magnificently nerdy make absolute be hold talk take follow hound pore fill have slam ',positive
'get vital independent professional ',positive
'be extraordinarily wise turn other enormous do so ',positive
'have enough reasonably entertaining be interesting emotionally compelling ',positive
'be nearly intimate rollick almost impossible be perhaps only huge reveal evaporate awfully quick ',positive
'Gothic be outrageously sumptuous gruesomely violent design ',positive
'be never so hypocritical so banal so evil ',positive
'be show feature good dramatic ',positive
'be often contrast scary be so seductive understand belong ',positive
'digital deep emotional keep sweet simple perfectly adore ',positive
'rare improve go shed get matter ',positive
'be little overwrought borderline be partial Victorian big frilly deliver uncommon ',positive
'always seem know want be still full ',positive
'delightful capture adore comic ',positive
'model so closely only draw close ',positive
'be tremendous ',positive
'tease possible great tilt so subtly do so even feel go ',positive
'fit together like beautifully manicure sleek figure prominently ',positive
'clock slim whole fly quite pleasingly warm funny reassert high ',positive
'use intriguing cast bizarrely effective ',positive
'latest be sumptuous beautifully construct feel archaic inviting ',positive
'be good musical last ',positive
'strip be about long ',positive
'be never less engaging often much more ',positive
'be low-sling dirty challenge engage equal move grim confound very final ',positive
'feel timeless modern dexterously craft have be make anytime somehow feel perfect now ',positive
'have see probably have n\'t have much modern ',positive
'endow not examine open-minded rather easy ',positive
'most entertaining provocative ',positive
'turn fittingly good so far countless claim be base actual ring consistently dramatically true ',positive
'potentially be chilling horrific be also beautiful ',positive
'gradually turn very specific move ',positive
'have generous visual satisfy ',positive
'dogged righteous misdirect be keep revel too much make emotional ',positive
'somehow feel familiar even cozy make great feel old ',positive
'rather procedural complex international understand least ',positive
'be terrific be often be explosive have be deliver only deliver be unfortunately as timely now first hear ',positive
'think make use be glorious ',positive
'play usual hot clandestine add ',positive
'engross occasionally move electrify other take chief ',positive
'mad embellish make cadaverous ',positive
'not be sublimely uplift affirm ',positive
'sweet stamp refreshing nostalgic be as welcome just discover be bear look pretty ever imagine ',positive
'old-fashioned be always romp ambitiously aimless be all-too-rare ',positive
'digital be undeniably contemporary be otherwise mostly play rarely give contemporary pace do arrive however effectively unsettling ',positive
'tempting think undermine muster ',positive
'push most ugly off notorious play do most fulfill breathe be still be feel ',positive
'potent visceral alike deliver big ',positive
'make indelible intense personal social have brilliantly master navigate ',positive
'live double be true more ago remain true now want want be damn ',positive
'here be be good good German be fantastic technically be here be be bad suck keep promise be clever engaging subtle completely fail deliver ',positive
'have leave sugary be bring together calm almost ',positive
'brilliant make hard inspiring ',positive
'be tragic here be overarching offer either seem pretty pat take leave be just there ',positive
'begin never dig tell flat ',positive
'solid not stellar well put together very well act lack only genuine exist ',positive
'profane sexual be no more cynical world-weary feel clever wrap hollow ',positive
'be sweet sentimental filmmak old too sincere get sticky put probably enjoy even occasionally aware masterful ',positive
'especially give solid play effectively be well appreciate vintage ',positive
'leisure-time say be so play again ',positive
'work co-write pull fabulous own deliver mainstream have poetic ',positive
'dramatic have get low be tremendous feel more dastardly ',positive
'remind rather digital be often most potent ',positive
'be strong occasionally jar moral enthral start here ',positive
'straight remind not only be mean also matter still do ',positive
'be simply great exceedingly well tell be perpetually stain ',positive
'most fascinating be lean rather make fight ',positive
'bitter-sweet Irish bring impeccably excel ',positive
'crisp 3D clear fluid thrilling immensely impressive involve get short ',positive
'hunger rich present not illustrate deal poignant impassioned ',positive
'deserve bring brace be just quit be just as effective more low-key ',positive
'buy good be worth wait unquestionably deliver ',positive
'have few be questionable be mostly powerful thoughtful visually striking ',positive
'be creamily sensuous richly observe handsomely detail furnish be all superbly present be intoxicate ',positive
'straight play well be show abuse be good do n\'t sidestep malicious stand be electrify speak urgently right now ',positive
'visually spectacular consistently entertaining procedural suffer only hit emotional usually require make adventure really take ',positive
'sensitive dewy-eyed mature be appealing ',positive
'third really have go way crazy ',positive
'be strange sometime seem be nudge even be tell quite different ',positive
'be rare journalistic procedural deserve be mention same never glamorize make hard-working do free particularly ferret local ',positive
'underrate out have make tight tense pretty pepper spicy ',positive
'celebrate indomitable human common think almost occasionally preach ',positive
'fulfill limited provide fast-paced nice add memorable ',positive
'be burn look enough incidental total feel immense ',positive
'wrench bloom stroll universal urban ',positive
'female be horrific be presumptuous suggest such woefully misconstrue thematic be male warp patriarchal manipulative ',positive
'walk absorbing offer just span also ethereal now-vanished ',positive
'be investigative stark head now have become endangered be unique focus almost entirely ',positive
'support be be particularly strong concerned be most definitely unabashed ',positive
'be glossy real make creepy look here be not ',positive
'expect sexy get here co-star funny never uproarious provide own modest ',positive
'be easily good most beguil be also go deep sad true ',positive
'say feel about walk have never see do see n\'t love only say strike honorable good though lovely offer ',positive
'notorious astound good long step equally well ethically questionable flirt wrong ',positive
'work expect be be earnest not showcase full do honor ',positive
'be most towering be manage be brash exhilarate even occasionally move ',positive
'unique visual be be predictable be flat supernatural be red paraphrase so much be ',positive
'use sometimes make alienating even confusing cogent strikingly confident be harrow cinematically rewarding ',positive
'remarkable refashion reignite extraordinary be terrifying watch too gripping look away ',positive
'contemporary be generous inclusive fast-moving allow such grandiose genuinely inspiring ',positive
'so many be joyously minimal ',positive
'once again prove craft gripping never collapse own moral be not easy watch be riveting essential ',positive
'delightful stop-motion animated feature be be be not ',positive
'view modern-day existential ',positive
'never quite reach early nonetheless respect always include ',positive
'take genuine take complex difficult make look easy also take great take dense be make practically sing ',positive
'great be consistently enjoyable ',positive
'write have make ',positive
'major be not there creepy prowl happen here now not least there then ',positive
'sweeping represent great ',positive
'even mild approach tell powerful engaging compelling challenge change young black in turn challenge change ',positive
'abrasive contemporary capture more accurately recent think jagged exacerbate jar ',positive
'remind just chill bump supernatural be suppose be just be just many red show first crusty ',positive
'lack same constant last visual nonetheless mark rare effective focused ',positive
'visually vivid run solid not electrify act ',positive
'last be n\'t ask only giggle squirm scream swoon ',positive
'be feel deeply sometimes literally hurt watch ',positive
'here tell involve be make good good only go so far ',positive
'more interesting controversial be inside grimy electrify illuminate creative ',positive
'have bring function very well high ',positive
'stay true be worth happy alike ',positive
'entertain often be be also give be radical ',positive
'bring crazy scraggly call be ',positive
'work be equal fully develop visual assured be small be impressively rigorous ',positive
'admirable present difficult suffer eventual melodramatic ',positive
'often feel good have old-time make most ',positive
'be really first dizzying early so strong n\'t be describe deny be identify be lucky ',positive
'be perfect act uniformly superb be sharp zippy only occasionally ',positive
'do effective convey like climb spend acclimate punish physical accompany subsequent ',positive
'creative be most elementary need bring orchestrate considerable excuse be fit together almost perfectly ',positive
'never lift perfect perfect be serve perfect abruptly take together betray true ',positive
'be not simply good feel urgent important ',positive
'be least express superb lovely ',positive
'only combined make be powerfully realize ',positive
'amble amiably enough well be more ',positive
'get German weary deliberately reminiscent have embrace ',positive
'be tentacled grab squeeze continually defy ',positive
'stop-motion never cease fascinate episodic hinder true emotional ',positive
'not take exert powerful ',positive
'polished engross procedural offer old-fashioned chiefly smart scrappy stop uncover systematic ',positive
'be masterful make fall away certain ',positive
'straight be most potent ever make ',positive
'not iconic match be topical supremely craft intelligent heartfelt humour die strap ',positive
'have never seem more do here adrift ',positive
'be wrong be most frustrating ever put dare show usually work big ',positive
'crimson be so preoccupy be visually stunning forget be scary ',positive
'look simple own likely inspire seem too interested ',positive
'look exciting no-nonsense little totally be lie great ',positive
'straight prove as infectiously entertaining be educational richly textured thumping confirm ',positive
'be surprising even wondrous be often precisely crooked inform ',positive
'intimate pitch-dark subject only avoid feature alive not only inner own shared know lose ',positive
'be bizarre surreal far out always feel paradoxically real ground deeply true ',positive
'be deeply satisfying intense drive spectacular typically mesmerize other especially middle be frustratingly self-indulgent ',positive
'comic late undoubtedly approve give have ensure remain true artistic ',positive
'enthrall rigorously realistic ',positive
'be shocking effective soak dry brown ',positive
'be most purely enjoyable have make streamlined consistent pace aid make wrongfoot make easy ',positive
'Italian have artfully make act ',positive
'be not appear cast ',positive
'serve authentic intimate understand be want belong ',positive
'be sophisticated such fulfill satisfy ',positive
'such stately evocative confident filmmak only be also chilly ',positive
'be great rank there certainly good also happen star ',positive
'most engross be gradual grueling first then broadcast ',positive
'be gripping superlative solid procedural try confront ',positive
'ignore spectacular ',positive
'possible be heartwarming tough-minded wonderful demonstrate possible be vibrant too good ',positive
'cut be good still strong energetic support elevate uneven ',positive
'be many remain favorite so far ',positive
'moral take away instead leave prickle deft perceptive set take overturn ',positive
'say be not be black have male make seem mild ',positive
'confront hard few make make alive ',positive
'thrilling disorient drain exist seemingly own devise ',positive
'arrive unevenly script fact-based achieve full even achieve ',positive
'be gold-plate thumping resonate same watch get touch next many hackney religious ',positive
'disorient many exhilarate nevertheless maintain straightforward involve internal ',positive
'unusual offer false do insist bear ',positive
'start out strong quickly then get tangle fall apart ',positive
'sombre hypnotic make feel carry single prod smirk wear along most ',positive
'be guiding brisk make charming here stand-alone ',positive
'high find wounded rather ',positive
'make exalt extraordinary suggest be obey noble high be blunt businesslike begin long ',positive
'unsurprisingly be real ',positive
'be back wistful resonant wry honest cinematic ',positive
'soar swoon gently nostalgic take new reassuring emotional ',positive
'fear involuntary comic arise sparse finicky somewhat bouffant ',positive
'be present be compelling ',positive
'now grow accustomed back be well creative see innovative narrative lie dormant technical cinematographic do not always provide great be almost always quite see ',positive
'be most majestic real dazzling digital exhibit ',positive
'reveal profound simple familiar end achingly bittersweet ',positive
'be gorgeous gently groundbreaking be sad ever see more hugely accomplish exquisite American ripple very specific understand risky most necessary ',positive
'decent never go deep enough genuine ',mixed
'be colourful reference be smart sharp be delightful visual appealing ',mixed
'all too dumb ribald most like come well ',mixed
'sinister be far perfect have rare much modern ',mixed
'micromanage fix gruff shine ',mixed
'last be redeem complex aptly illuminate further stolid be balance support even criminally limited make even macho seem entirely plausible ',mixed
'entire be allow have be rather devastating suppose be set eternal arrest ',mixed
'convey hang almost never see talk creative override detailed include massive late be definitely not ',mixed
'be intone humourless genuinely love such full rate good recent find alternately stuff get too excruciating ',mixed
'consistently off fail ever click ',mixed
'most curious be forgo real sexual much less opportunistic past be refresh yet write fairly conflict make mildly engaging ',mixed
'crimson be gorgeous ',mixed
'feature sumptuous pitch-black creep be misbegotten large follow so closely ',mixed
'be as thin ',mixed
'have be tautly pace instead come feel leave too much ponder narrative ',mixed
'nonetheless have strong wacky wildly absurd plot ',mixed
'sinister know want be add much ',mixed
'good German be say be brilliant even be not merely dead most sincerely dead other lie there as admire ',mixed
'follow be good n\'t help see seem entirely restless be remind ',mixed
'nearly so wacky grotesque down romantic wish ',mixed
'only spend more less have have ',mixed
'make see evil come also rob most potent study little hint be about go horribly horribly wrong sentient be poor ',mixed
'be intriguing ultimately sinister snakelike criminal deliver ',mixed
'be perilous vertiginous be remember much more ',mixed
'deftly make divert young unlikely linger temper ',mixed
'so many be too busy fog hot see big ',mixed
'crimson astonishing do n\'t enhance co-write overwhelm encourage stand back admire be involve emotional lurid ',mixed
'close depict be appreciative enjoyably familiar inspired smart offer ',mixed
'be n\'t sweet be homespun populate broadly draw solid sound gulp ',mixed
'have feel monumental fascinating flip upcoming Prize-winning sexual Catholic instead want make succeed not intend ',mixed
'eventually become more tolerable cloy make impossible appreciate turn be bracingly pragmatic ',mixed
'make valiant even thin lighten harden remain never forget be watch big do resist maybe imaginative enough penetrate ',mixed
'hard shake be play almost as try replicate have give same long roll grasp ideally distracting ',mixed
'barely get get old quickly ',mixed
'not as terrifying Norwegian black still good find recent ',mixed
